Date,CUSIP,Name,MV%
2023-03-07,031100100,"AMETEK, Inc.",0.014650525101739325
2023-03-07,N07059210,ASML Holding NV ADR,0.02066104622390396
2023-03-07,002824100,Abbott Laboratories,0.024021902054445973
2023-03-07,00724F101,Adobe Inc.,0.01656881742022999
2023-03-07,007903107,"Advanced Micro Devices, Inc.",0.01798759449195937
2023-03-07,009066101,"Airbnb, Inc. Class A",0.010943939085127242
2023-03-07,02079K305,Alphabet Inc. Class A,0.018837108198692824
2023-03-07,023135106,"Amazon.com, Inc.",0.023799160343528455
2023-03-07,024013104,"American Assets Trust, Inc.",0.007771650507571368
2023-03-07,032095101,Amphenol Corporation Class A,0.014358784340523626
2023-03-07,037833100,Apple Inc.,0.022068954743876008
2023-03-07,053484101,"AvalonBay Communities, Inc.",0.01158369963629427
2023-03-07,060505104,Bank of America Corp,0.014738264983806326
2023-03-07,09260D107,Blackstone Group Inc.,0.013656723950414692
2023-03-07,09857L108,Booking Holdings Inc.,0.02551396058373293
2023-03-07,14448C104,Carrier Global Corp.,0.01424727215149195
2023-03-07,150870103,Celanese Corporation,0.007982746332080508
2023-03-07,15135B101,Centene Corporation,0.01738254546630081
2023-03-07,171779309,Ciena Corporation,0.01657719850110398
2023-03-07,22052L104,Corteva Inc,0.006051847058885629
2023-03-07,22160K105,Costco Wholesale Corporation,0.015770636067180065
2023-03-07,22788C105,"CrowdStrike Holdings, Inc. Class A",0.007415857371109592
2023-03-07,22822V101,Crown Castle International Corp,0.007152609458194003
2023-03-07,235851102,Danaher Corporation,0.019410752904449186
2023-03-07,23804L103,Datadog Inc Class A,0.008988391236815602
2023-03-07,244199105,Deere & Company,0.009455781362452804
2023-03-07,28176E108,Edwards Lifesciences Corporation,0.01505796152574505
2023-03-07,518439104,Estee Lauder Companies Inc. Class A,0.014570530299468185
2023-03-07,30303M102,"Facebook, Inc. Class A",0.015124925372593221
2023-03-07,313745101,Federal Realty Investment Trust,0.01393958896325119
2023-03-07,36266G107,"GE HealthCare Technologies, Inc.",0.004310673973974808
2023-03-07,369604301,General Electric Company,0.014651768837180995
2023-03-07,38141G104,"Goldman Sachs Group, Inc.",0.011739053499644866
2023-03-07,438516106,Honeywell International Inc.,0.017970987797141597
2023-03-07,452327109,"Illumina, Inc.",0.009133342949199489
2023-03-07,46137Y609,Invesco S&P 500 Equal Weight Communication Services ETF,0.0009741133846172647
2023-03-07,46137V381,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.0016122061996238697
2023-03-07,46137V373,Invesco S&P 500 Equal Weight Consumer Staples ETF,0.0010545463209644468
2023-03-07,46137V340,Invesco S&P 500 Equal Weight Financials ETF,0.002715555003316628
2023-03-07,46137V332,Invesco S&P 500 Equal Weight Health Care ETF,0.004244289594775595
2023-03-07,46137V324,Invesco S&P 500 Equal Weight Industrials ETF,0.004243512260124552
2023-03-07,46137V316,Invesco S&P 500 Equal Weight Materials ETF,0.0009015385949242788
2023-03-07,46137V290,Invesco S&P 500 Equal Weight Real Estate ETF,0.0013500748219343263
2023-03-07,46137V282,Invesco S&P 500 Equal Weight Technology ETF,0.004725092276482642
2023-03-07,46625H100,JPMorgan Chase & Co.,0.015085578105893071
2023-03-07,46982L108,Jacobs Engineering Group Inc.,0.01694573992584289
2023-03-07,478160104,Johnson & Johnson,0.016986910395633673
2023-03-07,538034109,"Live Nation Entertainment, Inc.",0.01042511767230547
2023-03-07,539439109,Lloyds Banking Group plc Sponsored ADR,0.019319621016632166
2023-03-07,55261F104,M&T Bank Corporation,0.023029740372567182
2023-03-07,57636Q104,Mastercard Incorporated Class A,0.01424404974602944
2023-03-07,594918104,Microsoft Corporation,0.021192757258575785
2023-03-07,693475105,"PNC Financial Services Group, Inc.",0.010297564122747689
2023-03-07,701094104,Parker-Hannifin Corporation,0.011179316017463558
2023-03-07,743315103,Progressive Corporation,0.020469341365599063
2023-03-07,75513E101,Raytheon Technologies Corporation,0.01637383362303341
2023-03-07,75886F107,"Regeneron Pharmaceuticals, Inc.",0.01531193795627727
2023-03-07,776696106,"Roper Technologies, Inc.",0.0196905085786815
2023-03-07,78409V104,"S&P Global, Inc.",0.01474978366999908
2023-03-07,78410G104,SBA Communications Corp. Class A,0.010781165209198496
2023-03-07,81762P102,"ServiceNow, Inc.",0.01885997597079083
2023-03-07,824348106,Sherwin-Williams Company,0.01869843169694646
2023-03-07,863667101,Stryker Corporation,0.011596970858791196
2023-03-07,872590104,"T-Mobile US, Inc.",0.012815548924483354
2023-03-07,874039100,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",0.010171565242492
2023-03-07,883556102,Thermo Fisher Scientific Inc.,0.023270431447245186
2023-03-07,CASHUSD,U.S. Dollar,0.0249480473917069
2023-03-07,907818108,Union Pacific Corporation,0.02061124027280794
2023-03-07,91324P102,UnitedHealth Group Incorporated,0.024401467497872423
2023-03-07,92826C839,Visa Inc. Class A,0.010408666444417904
2023-03-07,929160109,Vulcan Materials Company,0.010269905142527791
2023-03-07,931142103,Walmart Inc.,0.013382876019530313
2023-03-07,79466L302,"salesforce.com, inc.",0.017618303999284
