Date,CUSIP,Name,MV%
2023-03-22,46137V381,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.0005230183687548527
2023-03-22,46137V373,Invesco S&P 500 Equal Weight Consumer Staples ETF,0.0002658965588460617
2023-03-22,46137V340,Invesco S&P 500 Equal Weight Financials ETF,0.0005724982030400181
2023-03-22,46137V332,Invesco S&P 500 Equal Weight Health Care ETF,0.0010705735354639254
2023-03-22,46137V324,Invesco S&P 500 Equal Weight Industrials ETF,0.0010298413675575821
2023-03-22,46137V316,Invesco S&P 500 Equal Weight Materials ETF,0.0002231331990560911
2023-03-22,46137V290,Invesco S&P 500 Equal Weight Real Estate ETF,0.00031895129084641156
2023-03-22,46137V282,Invesco S&P 500 Equal Weight Technology ETF,0.0011978344776127994
2023-03-22,46625H100,JPMorgan Chase & Co.,0.01326078516633349
2023-03-22,46982L108,Jacobs Engineering Group Inc.,0.016056774959263616
2023-03-22,478160104,Johnson & Johnson,0.01677236385986558
2023-03-22,538034109,"Live Nation Entertainment, Inc.",0.010673994596137767
2023-03-22,539439109,Lloyds Banking Group plc Sponsored ADR,0.017511798953181328
2023-03-22,55261F104,M&T Bank Corporation,0.018003916122746592
2023-03-22,57636Q104,Mastercard Incorporated Class A,0.0133095066889821
2023-03-22,81369Y100,Materials Select Sector SPDR Fund,0.001032928779220696
2023-03-22,594918104,Microsoft Corporation,0.021754214027721812
2023-03-22,693475105,"PNC Financial Services Group, Inc.",0.011960199461967585
2023-03-22,701094104,Parker-Hannifin Corporation,0.009596217100126578
2023-03-22,743315103,Progressive Corporation,0.018509574571536045
2023-03-22,75513E101,Raytheon Technologies Corporation,0.015451412071546506
2023-03-22,81369Y860,Real Estate Select Sector SPDR Fund,0.0005659713064539618
2023-03-22,75886F107,"Regeneron Pharmaceuticals, Inc.",0.014242988313580392
2023-03-22,776696106,"Roper Technologies, Inc.",0.019151620784671468
2023-03-22,78409V104,"S&P Global, Inc.",0.01454745043565693
2023-03-22,78410G104,SBA Communications Corp. Class A,0.010335394909137067
2023-03-22,81762P102,"ServiceNow, Inc.",0.017610839869427002
2023-03-22,824348106,Sherwin-Williams Company,0.01831560928792884
2023-03-22,863667101,Stryker Corporation,0.01143227915013358
2023-03-22,872590104,"T-Mobile US, Inc.",0.013494954507957289
2023-03-22,874039100,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",0.010158965582125184
2023-03-22,81369Y803,Technology Select Sector SPDR Fund,0.0060133435714791635
2023-03-22,883556102,Thermo Fisher Scientific Inc.,0.024019846078557575
2023-03-22,CASHUSD,U.S. Dollar,0.03898426945632944
2023-03-22,907818108,Union Pacific Corporation,0.01911313646911634
2023-03-22,91324P102,UnitedHealth Group Incorporated,0.024747974203721133
2023-03-22,81369Y886,Utilities Select Sector SPDR Fund,8.71516730868432e-05
2023-03-22,92826C839,Visa Inc. Class A,0.00983275616561461
2023-03-22,929160109,Vulcan Materials Company,0.010862529826776072
2023-03-22,931142103,Walmart Inc.,0.013980666652449517
2023-03-22,79466L302,"salesforce.com, inc.",0.017173971119096406
