Date,CUSIP,Name,MV%
2023-04-19,031100100,"AMETEK, Inc.",0.012943800524544748
2023-04-19,N07059210,ASML Holding NV ADR,0.019029338987183578
2023-04-19,002824100,Abbott Laboratories,0.02555644650696768
2023-04-19,00724F101,Adobe Inc.,0.016432156660400894
2023-04-19,007903107,"Advanced Micro Devices, Inc.",0.017725191496861643
2023-04-19,009066101,"Airbnb, Inc. Class A",0.009314921447643095
2023-04-19,02079K305,Alphabet Inc. Class A,0.02013419616100648
2023-04-19,023135106,"Amazon.com, Inc.",0.025196734733069874
2023-04-19,032095101,Amphenol Corporation Class A,0.012785273558479292
2023-04-19,037833100,Apple Inc.,0.021953073132177616
2023-04-19,053484101,"AvalonBay Communities, Inc.",0.01069622177964655
2023-04-19,060505104,Bank of America Corp,0.014409094210560747
2023-04-19,09260D107,Blackstone Group Inc.,0.014827001198100001
2023-04-19,09857L108,Booking Holdings Inc.,0.02381968111318271
2023-04-19,14448C104,Carrier Global Corp.,0.012124439380240116
2023-04-19,150870103,Celanese Corporation,0.007768889372589909
2023-04-19,15135B101,Centene Corporation,0.015962856827430406
2023-04-19,171779309,Ciena Corporation,0.01416592544042906
2023-04-19,81369Y852,Communication Services Select Sector SPDR Fund,0.003474992978867468
2023-04-19,81369Y407,Consumer Discretionary Select Sector SPDR Fund,0.002446970779052714
2023-04-19,81369Y308,Consumer Staples Select Sector SPDR Fund,0.001832138410504333
2023-04-19,22052L104,Corteva Inc,0.014721723424678283
2023-04-19,22160K105,Costco Wholesale Corporation,0.01513650259431153
2023-04-19,22788C105,"CrowdStrike Holdings, Inc. Class A",0.007093356993133885
2023-04-19,22822V101,Crown Castle International Corp,0.0067921964446717095
2023-04-19,235851102,Danaher Corporation,0.019435192432548463
2023-04-19,23804L103,Datadog Inc Class A,0.007517163604690975
2023-04-19,28176E108,Edwards Lifesciences Corporation,0.01627736781817432
2023-04-19,81369Y506,Energy Select Sector SPDR Fund,0.00021930326521470917
2023-04-19,518439104,Estee Lauder Companies Inc. Class A,0.013704496011051335
2023-04-19,30303M102,"Facebook, Inc. Class A",0.01590686125808871
2023-04-19,313745101,Federal Realty Investment Trust,0.01183497636215813
2023-04-19,81369Y605,Financial Select Sector SPDR Fund,0.00463445981897615
2023-04-19,36266G107,"GE HealthCare Technologies, Inc.",0.0043611444787016035
2023-04-19,369604301,General Electric Company,0.012465460534943486
2023-04-19,38141G104,"Goldman Sachs Group, Inc.",0.014992101667650849
2023-04-19,81369Y209,Health Care Select Sector SPDR Fund,0.02197044142185081
2023-04-19,438516106,Honeywell International Inc.,0.016348125162267545
2023-04-19,452327109,"Illumina, Inc.",0.009129045146960476
2023-04-19,81369Y704,Industrial Select Sector SPDR Fund,0.004623982900461718
2023-04-19,46625H100,JPMorgan Chase & Co.,0.01382589603286662
2023-04-19,46982L108,Jacobs Engineering Group Inc.,0.01535300862400054
2023-04-19,478160104,Johnson & Johnson,0.016945474808780312
2023-04-19,538034109,"Live Nation Entertainment, Inc.",0.01025091459866239
2023-04-19,539439109,Lloyds Banking Group plc Sponsored ADR,0.017452511891933843
2023-04-19,55261F104,M&T Bank Corporation,0.01862187077403795
2023-04-19,57636Q104,Mastercard Incorporated Class A,0.009480085490728617
2023-04-19,81369Y100,Materials Select Sector SPDR Fund,0.0016582012196336682
2023-04-19,594918104,Microsoft Corporation,0.02163858757084757
2023-04-19,693475105,"PNC Financial Services Group, Inc.",0.011588527197637219
2023-04-19,701094104,Parker-Hannifin Corporation,0.009047098860764463
2023-04-19,743315103,Progressive Corporation,0.012540019576410268
2023-04-19,75513E101,Raytheon Technologies Corporation,0.015616991369384808
2023-04-19,81369Y860,Real Estate Select Sector SPDR Fund,0.0009080970840039277
2023-04-19,75886F107,"Regeneron Pharmaceuticals, Inc.",0.014398184992010524
2023-04-19,776696106,"Roper Technologies, Inc.",0.01859014758023515
2023-04-19,78409V104,"S&P Global, Inc.",0.014323066503438602
2023-04-19,78410G104,SBA Communications Corp. Class A,0.010457744736373875
2023-04-19,81762P102,"ServiceNow, Inc.",0.01814096241363582
2023-04-19,824348106,Sherwin-Williams Company,0.019008181714843753
2023-04-19,863667101,Stryker Corporation,0.011797480691406846
2023-04-19,872590104,"T-Mobile US, Inc.",0.013141107346761924
2023-04-19,874039100,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",0.008983741476107407
2023-04-19,81369Y803,Technology Select Sector SPDR Fund,0.00948644284419611
2023-04-19,883556102,Thermo Fisher Scientific Inc.,0.023595241106366262
2023-04-19,CASHUSD,U.S. Dollar,0.0470051497378572
2023-04-19,907818108,Union Pacific Corporation,0.019519618086596795
2023-04-19,91324P102,UnitedHealth Group Incorporated,0.023759235396413763
2023-04-19,81369Y886,Utilities Select Sector SPDR Fund,0.00017658184991314245
2023-04-19,92826C839,Visa Inc. Class A,0.009758295993173134
2023-04-19,929160109,Vulcan Materials Company,0.010811900183341088
2023-04-19,931142103,Walmart Inc.,0.014114265586152197
2023-04-19,79466L302,"salesforce.com, inc.",0.017198624623855963
