Date,CUSIP,Name,MV%
2025-07-08,N07059210,ASML Holding NV,0.027232779329314484
2025-07-08,02005N100,Ally Financial Inc,0.01802625972431951
2025-07-08,02079K305,Alphabet Inc,0.03312956764894989
2025-07-08,023135106,Amazon.com Inc.,0.03781685675451682
2025-07-08,031100100,Ametek Inc,0.009916004610736993
2025-07-08,03769M106,Apollo Global Management Inc,0.019354211893740682
2025-07-08,037833100,Apple Inc,0.027640339059578085
2025-07-08,040413205,Arista Networks Inc,0.02041141842319255
2025-07-08,09857L108,Booking Holdings Inc,0.0211818724070496
2025-07-08,11135F101,Broadcom Inc,0.02216905451727693
2025-07-08,81369Y852,Communication Services Select Sector SPDR Fund,0.00544336746080489
2025-07-08,81369Y407,Consumer Discretionary Select Sector SPDR Fund,0.002622629995359073
2025-07-08,81369Y308,Consumer Staples Select Sector SPDR Fund,0.001432604150554765
2025-07-08,22160K105,Costco Wholesale Corp,0.011878588415991861
2025-07-08,22788C105,Crowdstrike Holdings Inc,0.009411541465120299
2025-07-08,23804L103,Datadog Inc,0.011632895854138237
2025-07-08,24703L202,Dell Technologies Inc,0.02179025531287087
2025-07-08,253868103,Digital Realty Trust Inc,0.016622341950667453
2025-07-08,26884L109,EQT Corp,0.010525462676403403
2025-07-08,00B8KQN82,Eaton Corporation plc,0.019521399249660246
2025-07-08,81369Y506,Energy Select Sector SPDR Fund,0.0004922192994491724
2025-07-08,001158514,Ferrari N.V.,0.010878319015235739
2025-07-08,81369Y605,Financial Select Sector SPDR Fund,0.007161936324309327
2025-07-08,00BWT6H89,Flutter Entertainment Plc,0.017977710696139744
2025-07-08,369604301,GE Aerospace,0.015799705639843606
2025-07-08,36828A101,GE Vernova Inc.,0.013754631122332163
2025-07-08,38141G104,"Goldman Sachs Group, Inc.",0.016157057259062958
2025-07-08,81369Y209,Health Care Select Sector SPDR Fund,0.006004730660639909
2025-07-08,437076102,"Home Depot, Inc.",0.018052953348060966
2025-07-08,81369Y704,Industrial Select Sector SPDR Fund,0.005794852043972733
2025-07-08,46625H100,JPMorgan Chase & Co.,0.014415390996126678
2025-07-08,532457108,Lilly(Eli) & Co,0.01801958631838415
2025-07-08,548661107,"Lowe`s Cos., Inc.",0.017621452774004245
2025-07-08,81369Y100,Materials Select Sector SPDR Fund,0.0016911522874533198
2025-07-08,30303M102,Meta Platforms Inc,0.036737887506820194
2025-07-08,594918104,Microsoft Corporation,0.0386650466489015
2025-07-08,67066G104,NVIDIA Corp,0.0290663902962491
2025-07-08,62944T105,NVR Inc.,0.027873963879031932
2025-07-08,68389X105,Oracle Corp.,0.03129827383685394
2025-07-08,743315103,Progressive Corp.,0.028454735567795635
2025-07-08,74762E102,"Quanta Services, Inc.",0.012248109732423894
2025-07-08,81369Y860,Real Estate Select Sector SPDR Fund,0.0001151718641011452
2025-07-08,776696106,Roper Technologies Inc,0.01831539430508848
2025-07-08,78409V104,S&P Global Inc,0.02732188783579029
2025-07-08,78464A508,SPDR Portfolio S&P 500 Value ETF,0.04749307291392911
2025-07-08,79466L302,Salesforce Inc,0.021051768797168083
2025-07-08,81762P102,ServiceNow Inc,0.017066902009394907
2025-07-08,824348106,Sherwin-Williams Co.,0.018600265320954303
2025-07-08,863667101,Stryker Corp.,0.01768962346935785
2025-07-08,87256C101,TKO Group Holdings Inc,0.013146183336175413
2025-07-08,874039100,Taiwan Semiconductor Manufacturing,0.020063502258476255
2025-07-08,81369Y803,Technology Select Sector SPDR Fund,0.015202908508215677
2025-07-08,CASHUSD,U.S. Dollar,0.008895771537930463
2025-07-08,907818108,Union Pacific Corp.,0.022581711988185604
2025-07-08,91324P102,Unitedhealth Group Inc,0.00013891806688781297
2025-07-08,81369Y886,Utilities Select Sector SPDR Fund,0.00015041115488760535
2025-07-08,92826C839,Visa Inc,0.010515804775035834
2025-07-08,929160109,Vulcan Materials Co,0.01358292994878688
2025-07-08,931142103,Walmart Inc,0.011878551341514443
