Date,CUSIP,Name,MV%
2022-08-18,031100100,"AMETEK, Inc.",0.016684924630695236
2022-08-18,N07059210,ASML Holding NV ADR,0.014993417152093475
2022-08-18,002824100,Abbott Laboratories,0.02305738068385348
2022-08-18,00724F101,Adobe Inc.,0.014659183886254229
2022-08-18,009066101,"Airbnb, Inc. Class A",0.009880042186005428
2022-08-18,02079K305,Alphabet Inc. Class A,0.016049874747613335
2022-08-18,023135106,"Amazon.com, Inc.",0.024517162002123137
2022-08-18,024013104,"American Assets Trust, Inc.",0.009385617360107202
2022-08-18,032095101,Amphenol Corporation Class A,0.015948182356560387
2022-08-18,037833100,Apple Inc.,0.01581641231057557
2022-08-18,053484101,"AvalonBay Communities, Inc.",0.011567342532589628
2022-08-18,060505104,Bank of America Corp,0.012937612108695262
2022-08-18,09260D107,Blackstone Group Inc.,0.012185857719043796
2022-08-18,09857L108,Booking Holdings Inc.,0.020051471671144315
2022-08-18,14448C104,Carrier Global Corp.,0.012543397160662844
2022-08-18,150870103,Celanese Corporation,0.007494945587391762
2022-08-18,15135B101,Centene Corporation,0.02304779109404838
2022-08-18,171779309,Ciena Corporation,0.012497746439278687
2022-08-18,22052L104,Corteva Inc,0.005664482548438693
2022-08-18,22788C105,"CrowdStrike Holdings, Inc. Class A",0.010981175516759343
2022-08-18,22822V101,Crown Castle International Corp,0.009672396847983338
2022-08-18,235851102,Danaher Corporation,0.022009470912115327
2022-08-18,23804L103,Datadog Inc Class A,0.012425397124551365
2022-08-18,244199105,Deere & Company,0.007863784183572248
2022-08-18,256677105,Dollar General Corporation,0.007745784147460769
2022-08-18,25960P109,"Douglas Emmett, Inc",0.008992083566782388
2022-08-18,28176E108,Edwards Lifesciences Corporation,0.01023370839497339
2022-08-18,518439104,Estee Lauder Companies Inc. Class A,0.013164583542048794
2022-08-18,30303M102,"Facebook, Inc. Class A",0.01352997629676728
2022-08-18,313745101,Federal Realty Investment Trust,0.013168349926902606
2022-08-18,369604301,General Electric Company,0.012695121032788073
2022-08-18,38141G104,"Goldman Sachs Group, Inc.",0.01373138439462366
2022-08-18,438516106,Honeywell International Inc.,0.020950769512852768
2022-08-18,452327109,"Illumina, Inc.",0.008655820192794986
2022-08-18,458140100,Intel Corporation,0.007348991496319183
2022-08-18,46137Y609,Invesco S&P 500 Equal Weight Communication Services ETF,0.0008450725845932749
2022-08-18,46137V381,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.0014987540523243555
2022-08-18,46137V373,Invesco S&P 500 Equal Weight Consumer Staples ETF,0.0007750338534819457
2022-08-18,46137V340,Invesco S&P 500 Equal Weight Financials ETF,0.0026661597293357884
2022-08-18,46137V332,Invesco S&P 500 Equal Weight Health Care ETF,0.00371608625324744
2022-08-18,46137V324,Invesco S&P 500 Equal Weight Industrials ETF,0.0029643051516466583
2022-08-18,46137V316,Invesco S&P 500 Equal Weight Materials ETF,0.0008789032684042965
2022-08-18,46137V290,Invesco S&P 500 Equal Weight Real Estate ETF,0.001507849471067074
2022-08-18,46137V282,Invesco S&P 500 Equal Weight Technology ETF,0.004206103607508225
2022-08-18,46625H100,JPMorgan Chase & Co.,0.012509579832826481
2022-08-18,469814107,Jacobs Engineering Group Inc.,0.014255753315707161
2022-08-18,478160104,Johnson & Johnson,0.017373531972159368
2022-08-18,502431109,L3Harris Technologies Inc,0.0044573161348676815
2022-08-18,539439109,Lloyds Banking Group plc Sponsored ADR,0.014185327261330725
2022-08-18,539830109,Lockheed Martin Corporation,0.005281152719753288
2022-08-18,55261F104,M&T Bank Corporation,0.02885336615878381
2022-08-18,57636Q104,Mastercard Incorporated Class A,0.01670511886437951
2022-08-18,594918104,Microsoft Corporation,0.019377515833881004
2022-08-18,666807102,Northrop Grumman Corporation,0.005924603510895643
2022-08-18,693475105,"PNC Financial Services Group, Inc.",0.011586308016605283
2022-08-18,701094104,Parker-Hannifin Corporation,0.010845024711086405
2022-08-18,743315103,Progressive Corporation,0.017123695110189775
2022-08-18,75513E101,Raytheon Technologies Corporation,0.009360588263596403
2022-08-18,75886F107,"Regeneron Pharmaceuticals, Inc.",0.0141868631984165
2022-08-18,776696106,"Roper Technologies, Inc.",0.019696723628228982
2022-08-18,78410G104,SBA Communications Corp. Class A,0.014258130679196448
2022-08-18,81762P102,"ServiceNow, Inc.",0.01634771298250705
2022-08-18,824348106,Sherwin-Williams Company,0.014963566548730808
2022-08-18,863667101,Stryker Corporation,0.009143553675389098
2022-08-18,872590104,"T-Mobile US, Inc.",0.012448863572027073
2022-08-18,874039100,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",0.00965753164818797
2022-08-18,883556102,Thermo Fisher Scientific Inc.,0.02384081544539588
2022-08-18,CASHUSD,U.S. Dollar,0.09233172856526298
2022-08-18,907818108,Union Pacific Corporation,0.020678040510317807
2022-08-18,91324P102,UnitedHealth Group Incorporated,0.023617971008211953
2022-08-18,92826C839,Visa Inc. Class A,0.012361956244921538
2022-08-18,929160109,Vulcan Materials Company,0.009735690811891917
2022-08-18,931142103,Walmart Inc.,0.012630424691540309
2022-08-18,79466L302,"salesforce.com, inc.",0.014306933410600109
