Date,CUSIP,Name,MV%
2025-06-09,N07059210,ASML Holding NV,0.027518791635415468
2025-06-09,02005N100,Ally Financial Inc,0.017035396457174737
2025-06-09,02079K305,Alphabet Inc,0.03485881953832502
2025-06-09,023135106,Amazon.com Inc.,0.03897236583280423
2025-06-09,031100100,Ametek Inc,0.01017782181277192
2025-06-09,03769M106,Apollo Global Management Inc,0.014826401538143713
2025-06-09,037833100,Apple Inc,0.027623565716294513
2025-06-09,040413205,Arista Networks Inc,0.014488758612988331
2025-06-09,09857L108,Booking Holdings Inc,0.021396740695380882
2025-06-09,11135F101,Broadcom Inc,0.020758439612790554
2025-06-09,81369Y852,Communication Services Select Sector SPDR Fund,0.005492238006485056
2025-06-09,81369Y407,Consumer Discretionary Select Sector SPDR Fund,0.0026848334083762722
2025-06-09,81369Y308,Consumer Staples Select Sector SPDR Fund,0.00149679189718103
2025-06-09,22160K105,Costco Wholesale Corp,0.012631157613690734
2025-06-09,22788C105,Crowdstrike Holdings Inc,0.008968854455192816
2025-06-09,23804L103,Datadog Inc,0.010062773112348603
2025-06-09,24703L202,Dell Technologies Inc,0.020846256708782637
2025-06-09,253868103,Digital Realty Trust Inc,0.01791433994488081
2025-06-09,26884L109,EQT Corp,0.010974046887868787
2025-06-09,00B8KQN82,Eaton Corporation plc,0.018562674232082507
2025-06-09,81369Y506,Energy Select Sector SPDR Fund,0.00048420110262094166
2025-06-09,001158514,Ferrari N.V.,0.011104005374548072
2025-06-09,81369Y605,Financial Select Sector SPDR Fund,0.007288799654147956
2025-06-09,00BWT6H89,Flutter Entertainment Plc,0.017304004368117742
2025-06-09,369604301,GE Aerospace,0.016751579405458968
2025-06-09,36828A101,GE Vernova Inc.,0.012978466792759475
2025-06-09,38141G104,"Goldman Sachs Group, Inc.",0.01481128896334411
2025-06-09,81369Y209,Health Care Select Sector SPDR Fund,0.006218076143745298
2025-06-09,437076102,"Home Depot, Inc.",0.018690923501036853
2025-06-09,81369Y704,Industrial Select Sector SPDR Fund,0.005872756223723663
2025-06-09,46625H100,JPMorgan Chase & Co.,0.014166904224444674
2025-06-09,532457108,Lilly(Eli) & Co,0.01867851477348574
2025-06-09,548661107,"Lowe`s Cos., Inc.",0.018354149669639913
2025-06-09,81369Y100,Materials Select Sector SPDR Fund,0.0017067070096371353
2025-06-09,30303M102,Meta Platforms Inc,0.03686241863244385
2025-06-09,594918104,Microsoft Corporation,0.03834731360173151
2025-06-09,67066G104,NVIDIA Corp,0.02699548131366456
2025-06-09,62944T105,NVR Inc.,0.02757391149289543
2025-06-09,68389X105,Oracle Corp.,0.024633593489328653
2025-06-09,743315103,Progressive Corp.,0.031963163297344936
2025-06-09,74762E102,"Quanta Services, Inc.",0.01202062890498134
2025-06-09,81369Y860,Real Estate Select Sector SPDR Fund,0.00012126754909484634
2025-06-09,776696106,Roper Technologies Inc,0.01936900976456927
2025-06-09,78409V104,S&P Global Inc,0.027849626659463042
2025-06-09,79466L302,Salesforce Inc,0.021820771540125572
2025-06-09,81762P102,ServiceNow Inc,0.01784875233591026
2025-06-09,824348106,Sherwin-Williams Co.,0.020048158253806455
2025-06-09,863667101,Stryker Corp.,0.01808846770768367
2025-06-09,87256C101,TKO Group Holdings Inc,0.01293313872495798
2025-06-09,874039100,Taiwan Semiconductor Manufacturing,0.01898969862199517
2025-06-09,81369Y803,Technology Select Sector SPDR Fund,0.014803486432712749
2025-06-09,CASHUSD,U.S. Dollar,0.06692290241104136
2025-06-09,907818108,Union Pacific Corp.,0.022293626140900163
2025-06-09,91324P102,Unitedhealth Group Inc,0.00014260862916329757
2025-06-09,81369Y886,Utilities Select Sector SPDR Fund,0.00015579954109700995
2025-06-09,92826C839,Visa Inc,0.01133020151007902
2025-06-09,929160109,Vulcan Materials Co,0.014127601873368388
2025-06-09,931142103,Walmart Inc,0.012421667391516535
